Datased name: Pilot top-down CO2 Budget constrained by the v10 OCO-2 MIP Version 1.0
Data description paper title: National CO2 Budgets (2015-2020) inferred from atmospheric CO2 observations in support of the Global Stocktake
Byrne et al. 2022
contact: Brendan Byrne - email: brendan.k.byrne@jpl.nasa.gov
Created 25 May 2022
Version 1.0
-- Description ---
This is a pilot CO2 Budget for countries over 2015-2020. Estimates of carbon fluxes are obtained by combining top-down constraints on net carbon exchange from atmospheric CO2 and bottom-up process specific fluxes of carbon (fossil fuel emissions and lateral fluxes associated with crop trade and wood trade and river export) with specific data sources listed below.
-- Data sources ---
Net Carbon Exchange (NCE): version 10 of the Orbiting Carbon Observatory Model Intercomparison Project (OCO-2 MIP) [https://gml.noaa.gov/ccgg/OCO2_v10mip/]
Fossil Fuel and cement production emissions (FF):  Open-source Data Inventory for Anthropogenic CO2 (ODIAC) emission data product [Oda et al. 2018; https://doi.org/10.5194/essd-10-87-2018] with day-of-week and diurnal variations from Nassar et al. [2013; https://doi.org/10.1029/2012JD018196]
Crop and Wood lateral fluxes (F wood trade + F crop trade): Following the approaches of Deng et al. [2022; https://doi.org/10.5194/essd-14-1639-2022] and Ciais et al. [2020; https://doi.org/10.1093/nsr/nwaa145] which utilizes crop and wood trade data compiled by Food and Agriculture Organization of the United Nations [FAO; http://www.fao.org/faostat/en/#data]
River lateral fluxes (F rivers export): Combine modeled estiated from Dynamic Land Ecosystem Model (DLEM) [https://chess.auburn.edu/models/] and Deng et al. [2022; https://doi.org/10.5194/essd-14-1639-2022]
-- Variables ---
Alpha 3 Code - three-letter country codes defined in International Organization for Standardization (ISO) 3166-1 -OR- Name of supranational Region
Year - Gregorian calendar year / mean indicates 2015-2020 mean value
IS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP IS ensemble; Positive flux = decrease in land carbon
IS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP IS ensemble
LNLG dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLG ensemble; Positive flux = decrease in land carbon
LNLG dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGIS ensemble; Positive flux = decrease in land carbon
LNLGIS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGOGIS ensemble; Positive flux = decrease in land carbon
LNLGOGIS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
IS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP IS ensemble
IS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP IS ensemble
LNLG NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLG NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGIS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
LNLGOGIS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
IS NCE - net carbon exchange estimated from the OCO-2 v10 MIP IS ensemble
IS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP IS ensemble
LNLG NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLG NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGIS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
LNLGOGIS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
River - F rivers export -  Lateral flux of carbon by rivers
River unc - F rivers export unc -  Uncertainty in lateral flux of carbon by rivers
Wood+Crop - F wood trade + F crop trade -  Lateral flux of carbon in wood and crops
Wood+Crop unc - F wood trade unc + F crop trade unc - Uncertainty in lateral flux of carbon in wood and crops
FF - Fossil Fuel and cement production emissions; Positive flux from land to atmosphere
FF unc - Uncertainty in Fossil Fuel and cement production emissions
Z-statistic - statistical difference between LNLG and IS NCE defined as (median(NCE_LNLG)-median(NCE_IS))/std(NCE_LNLG-NCE_IS)
Fractional Uncertainty Reduction (FUR) for the IS experiment defined as 1 - Posterior_NCE_std_IS/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLG experiment defined as 1 - Posterior_NCE_std_LNLG/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLGIS experiment defined as 1 - Posterior_NCE_std_LNLGIS/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLGOGIS experiment defined as 1 - Posterior_NCE_std_LNLGOGIS/Prior_NCE_std
----------------
Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
IRQ,mean,7.87126e+00,1.94357e+01,4.13735e+01,5.76928e+01,1.24999e+01,4.58522e+01,1.65986e+00,2.35187e+01,1.86513e+01,1.89090e+01,5.21535e+01,5.75175e+01,2.32799e+01,4.56315e+01,1.24399e+01,2.30854e+01,1.39634e+02,1.67896e+01,1.73136e+02,5.68560e+01,1.44263e+02,4.47947e+01,1.33423e+02,2.13840e+01,-1.59006e+00,2.53437e+00,1.23701e+01,3.71103e+00,1.20983e+02,8.69841e+00,0.83,-0.0,0.22,0.19,0.15
ISL,2015,-6.33045e+00,1.65796e+01,-4.98228e+00,1.30812e+01,-9.83782e+00,1.46163e+01,-9.05748e+00,1.14744e+01,-9.95092e+00,1.65796e+01,-8.60275e+00,1.30812e+01,-1.34583e+01,1.46163e+01,-1.26780e+01,1.14744e+01,-7.44174e+00,1.65795e+01,-6.09357e+00,1.30811e+01,-1.09491e+01,1.46162e+01,-1.01688e+01,1.14742e+01,-3.87381e+00,4.77214e+00,2.53336e-01,7.60007e-02,2.50918e+00,6.65757e-02,0.16,0.4,0.24,0.39,0.34
ISL,2016,-2.10663e+00,1.37564e+01,-9.11509e+00,1.50474e+01,-2.57534e+00,1.10682e+01,-4.92265e+00,8.72042e+00,-5.64881e+00,1.37564e+01,-1.26573e+01,1.50474e+01,-6.11752e+00,1.10682e+01,-8.46483e+00,8.72042e+00,-3.03304e+00,1.37562e+01,-1.00415e+01,1.50472e+01,-3.50175e+00,1.10680e+01,-5.84906e+00,8.72015e+00,-3.79551e+00,4.92873e+00,2.53336e-01,7.60007e-02,2.61577e+00,6.91552e-02,-1.8,0.4,0.24,0.39,0.34
ISL,2017,-2.71819e+00,1.23958e+01,-4.79853e+00,1.27457e+01,-7.20934e+00,1.20594e+01,-2.57293e+00,1.12620e+01,-6.34327e+00,1.23958e+01,-8.42361e+00,1.27457e+01,-1.08344e+01,1.20594e+01,-6.19801e+00,1.12620e+01,-3.75696e+00,1.23957e+01,-5.83730e+00,1.27455e+01,-8.24811e+00,1.20592e+01,-3.61170e+00,1.12618e+01,-3.87842e+00,4.76292e+00,2.53336e-01,7.60007e-02,2.58631e+00,6.78040e-02,-0.46,0.4,0.24,0.39,0.34
ISL,2018,2.93953e+00,1.11430e+01,-4.66628e+00,6.71144e+00,-2.79850e+00,9.44754e+00,2.13399e+00,9.28264e+00,-6.92444e-01,1.11430e+01,-8.29826e+00,6.71144e+00,-6.43048e+00,9.44754e+00,-1.49799e+00,9.28264e+00,1.89699e+00,1.11428e+01,-5.70883e+00,6.71109e+00,-3.84105e+00,9.44730e+00,1.09145e+00,9.28240e+00,-3.88531e+00,4.74913e+00,2.53336e-01,7.60007e-02,2.58944e+00,6.78040e-02,-1.3,0.4,0.24,0.39,0.34
ISL,2019,-9.27872e+00,1.08637e+01,-6.91802e+00,1.02724e+01,-9.55442e+00,1.24848e+01,-5.45670e+00,1.21933e+01,-1.27679e+01,1.08637e+01,-1.04072e+01,1.02724e+01,-1.30436e+01,1.24848e+01,-8.94590e+00,1.21933e+01,-1.01792e+01,1.08635e+01,-7.81847e+00,1.02721e+01,-1.04549e+01,1.24846e+01,-6.35716e+00,1.21931e+01,-3.74254e+00,5.03468e+00,2.53336e-01,7.60007e-02,2.58875e+00,6.65757e-02,0.62,0.4,0.24,0.39,0.34
ISL,2020,-1.35367e+01,1.72638e+01,-1.01123e+01,1.09279e+01,-1.67638e+01,1.03231e+01,-1.34918e+01,1.31346e+01,-1.71185e+01,1.72638e+01,-1.36941e+01,1.09279e+01,-2.03455e+01,1.03231e+01,-1.70736e+01,1.31346e+01,-1.49529e+01,1.72636e+01,-1.15285e+01,1.09277e+01,-1.81800e+01,1.03229e+01,-1.49080e+01,1.31344e+01,-3.83512e+00,4.84952e+00,2.53336e-01,7.60007e-02,2.16558e+00,6.65757e-02,1.89,0.4,0.24,0.39,0.34
ISL,mean,-2.45747e-01,1.23811e+01,-7.10108e+00,1.19468e+01,-8.63248e+00,1.15395e+01,-6.50884e+00,1.24457e+01,-3.82753e+00,1.13915e+01,-1.06829e+01,1.09180e+01,-1.22143e+01,1.04707e+01,-1.00906e+01,1.14618e+01,-1.31836e+00,1.13913e+01,-8.17369e+00,1.09178e+01,-9.70510e+00,1.04705e+01,-7.58145e+00,1.14616e+01,-3.83512e+00,4.84952e+00,2.53336e-01,7.60007e-02,2.50917e+00,6.74150e-02,-2.56,0.4,0.24,0.39,0.34
ISR,2015,-7.21519e+00,4.46350e+00,-4.04123e+00,7.10545e+00,-6.06100e+00,6.30767e+00,-7.04702e+00,5.03925e+00,7.79074e-01,4.46350e+00,3.95304e+00,7.10545e+00,1.93327e+00,6.30767e+00,9.47247e-01,5.03925e+00,1.04636e+02,2.07945e+00,1.07810e+02,5.90667e+00,1.05790e+02,4.91813e+00,1.04804e+02,3.12976e+00,-7.40264e-02,6.33492e-02,8.06829e+00,2.42049e+00,1.03857e+02,3.94952e+00,1.22,0.0,0.04,0.08,0.21
ISR,2016,-6.98169e+00,4.66811e+00,-4.00433e+00,5.53651e+00,-4.98712e+00,6.87660e+00,-7.19059e+00,5.22183e+00,1.01661e+00,4.66811e+00,3.99397e+00,5.53651e+00,3.01117e+00,6.87660e+00,8.07709e-01,5.22183e+00,1.09746e+02,2.58076e+00,1.12723e+02,3.93980e+00,1.11741e+02,5.67068e+00,1.09537e+02,3.48376e+00,-6.99933e-02,7.14155e-02,8.06829e+00,2.42049e+00,1.08729e+02,3.88985e+00,0.99,0.0,0.04,0.08,0.21
ISR,2017,-6.81111e+00,4.42113e+00,-5.72668e+00,5.88370e+00,-5.82976e+00,6.55656e+00,-7.54553e+00,5.03044e+00,1.18987e+00,4.42113e+00,2.27431e+00,5.88370e+00,2.17123e+00,6.55656e+00,4.55454e-01,5.03044e+00,1.14482e+02,2.28490e+00,1.15566e+02,4.50469e+00,1.15463e+02,5.35377e+00,1.13748e+02,3.31356e+00,-6.73044e-02,7.67932e-02,8.06829e+00,2.42049e+00,1.13292e+02,3.78492e+00,0.63,0.0,0.04,0.08,0.21
ISR,2018,-7.74736e+00,4.28183e+00,-6.29600e+00,5.24321e+00,-7.30058e+00,5.46444e+00,-8.11675e+00,5.11608e+00,2.42874e-01,4.28183e+00,1.69423e+00,5.24321e+00,6.89652e-01,5.46444e+00,-1.26517e-01,5.11608e+00,1.16327e+02,2.00210e+00,1.17779e+02,3.62845e+00,1.16774e+02,3.94138e+00,1.15958e+02,3.44219e+00,-7.80593e-02,5.52834e-02,8.06829e+00,2.42049e+00,1.16084e+02,3.78492e+00,1.45,0.0,0.04,0.08,0.21
ISR,2019,-7.41329e+00,4.42318e+00,-7.67331e+00,4.63988e+00,-7.82740e+00,4.79147e+00,-8.84886e+00,4.58229e+00,5.66857e-01,4.42318e+00,3.06834e-01,4.63988e+00,1.52751e-01,4.79147e+00,-8.68711e-01,4.58229e+00,1.22810e+02,1.99143e+00,1.22550e+02,2.43512e+00,1.22396e+02,2.71284e+00,1.21374e+02,2.32350e+00,-8.81431e-02,3.51159e-02,8.06829e+00,2.42049e+00,1.22243e+02,3.94952e+00,-0.13,0.0,0.04,0.08,0.21
ISR,2020,-7.47095e+00,4.31212e+00,-5.41530e+00,5.19679e+00,-6.67784e+00,6.36429e+00,-7.47873e+00,5.32526e+00,5.21840e-01,4.31212e+00,2.57749e+00,5.19679e+00,1.31494e+00,6.36429e+00,5.14057e-01,5.32526e+00,1.14409e+02,1.73079e+00,1.16464e+02,3.37756e+00,1.15202e+02,4.99054e+00,1.14401e+02,3.57206e+00,-7.55053e-02,6.03915e-02,8.06829e+00,2.42049e+00,1.13887e+02,3.94952e+00,0.99,0.0,0.04,0.08,0.21
ISR,mean,-6.31062e+00,4.95856e+00,-5.42572e+00,6.07198e+00,-6.54554e+00,6.99004e+00,-7.90155e+00,5.80800e+00,1.68216e+00,4.32723e+00,2.56706e+00,5.56835e+00,1.44724e+00,6.55730e+00,9.12312e-02,5.27925e+00,1.14698e+02,1.90630e+00,1.15582e+02,3.98943e+00,1.14463e+02,5.28273e+00,1.13107e+02,3.57485e+00,-7.55053e-02,6.03915e-02,8.06829e+00,2.42049e+00,1.13015e+02,3.88471e+00,0.44,0.0,0.04,0.08,0.21
ITA,2015,-9.03664e+01,6.78563e+01,-1.21976e+02,5.68787e+01,-1.48000e+02,7.76009e+01,-1.87017e+02,9.12263e+01,-8.53135e+01,6.78563e+01,-1.16924e+02,5.68787e+01,-1.42947e+02,7.76009e+01,-1.81964e+02,9.12263e+01,2.63813e+02,6.75361e+01,2.32203e+02,5.64962e+01,2.06180e+02,7.73210e+01,1.67162e+02,9.09884e+01,-2.05648e+01,9.94590e+00,2.56176e+01,7.68529e+00,3.49127e+02,6.58460e+00,-0.56,0.43,0.47,0.55,0.5
ITA,2016,-1.08848e+02,9.15343e+01,-1.22265e+02,6.89662e+01,-1.42696e+02,9.11459e+01,-1.59726e+02,7.25945e+01,-1.01016e+02,9.15343e+01,-1.14434e+02,6.89662e+01,-1.34864e+02,9.11459e+01,-1.51894e+02,7.25945e+01,2.46362e+02,9.13035e+01,2.32944e+02,6.86595e+01,2.12513e+02,9.09141e+01,1.95484e+02,7.23032e+01,-1.77858e+01,4.38791e+00,2.56176e+01,7.68529e+00,3.47378e+02,6.49675e+00,-0.19,0.43,0.47,0.55,0.5
ITA,2017,-7.72960e+01,7.35113e+01,-1.20504e+02,3.41236e+01,-1.22610e+02,6.42984e+01,-1.92925e+02,1.17760e+02,-6.81986e+01,7.35113e+01,-1.11407e+02,3.41236e+01,-1.13513e+02,6.42984e+01,-1.83827e+02,1.17760e+02,2.75953e+02,7.32271e+01,2.32744e+02,3.35069e+01,2.30639e+02,6.39732e+01,1.60324e+02,1.17583e+02,-1.65202e+01,1.85681e+00,2.56176e+01,7.68529e+00,3.44152e+02,6.45832e+00,-0.42,0.43,0.47,0.55,0.5
ITA,2018,-6.09258e+01,6.99662e+01,-7.20752e+01,6.78973e+01,-6.95855e+01,5.79148e+01,-7.13369e+01,5.43340e+01,-5.28520e+01,6.99662e+01,-6.40014e+01,6.78973e+01,-6.15117e+01,5.79148e+01,-6.32631e+01,5.43340e+01,2.87029e+02,6.96675e+01,2.75880e+02,6.75894e+01,2.78370e+02,5.75536e+01,2.76618e+02,5.39488e+01,-1.75438e+01,3.90400e+00,2.56176e+01,7.68529e+00,3.39882e+02,6.45832e+00,-0.12,0.43,0.47,0.55,0.5
ITA,2019,-3.99855e+01,1.28453e+02,-6.94711e+01,8.02236e+01,-8.65483e+01,9.42788e+01,-1.05296e+02,6.36196e+01,-3.20653e+01,1.28453e+02,-6.15508e+01,8.02236e+01,-7.86281e+01,9.42788e+01,-9.73755e+01,6.36196e+01,2.98708e+02,1.28284e+02,2.69222e+02,7.99530e+01,2.52145e+02,9.40486e+01,2.33397e+02,6.32780e+01,-1.76974e+01,4.21103e+00,2.56176e+01,7.68529e+00,3.30773e+02,6.58460e+00,-0.3,0.43,0.47,0.55,0.5
ITA,2020,-9.22658e+01,3.80648e+01,-1.09444e+02,6.14230e+01,-9.55890e+01,1.04236e+02,-1.26415e+02,8.63592e+01,-8.46706e+01,3.80648e+01,-1.01849e+02,6.14230e+01,-8.79937e+01,1.04236e+02,-1.18820e+02,8.63592e+01,2.16141e+02,3.74909e+01,1.98963e+02,6.10690e+01,2.12818e+02,1.04028e+02,1.81992e+02,8.61078e+01,-1.80224e+01,4.86113e+00,2.56176e+01,7.68529e+00,3.00811e+02,6.58460e+00,-0.42,0.43,0.47,0.55,0.5
ITA,mean,-8.41651e+01,7.64436e+01,-1.15747e+02,5.47710e+01,-8.46570e+01,8.13262e+01,-1.31477e+02,7.77480e+01,-7.65699e+01,7.59008e+01,-1.08152e+02,5.40109e+01,-7.70618e+01,8.08162e+01,-1.23882e+02,7.72144e+01,2.58784e+02,7.56196e+01,2.27201e+02,5.36149e+01,2.58292e+02,8.05521e+01,2.11472e+02,7.69379e+01,-1.80224e+01,4.86113e+00,2.56176e+01,7.68529e+00,3.35354e+02,6.52786e+00,-0.61,0.43,0.47,0.55,0.5
JAM,2015,6.24418e-01,2.83400e+00,1.24317e+00,1.77066e+00,1.80984e+00,1.73663e+00,1.07031e+00,1.76313e+00,1.30990e+00,2.83400e+00,1.92866e+00,1.77066e+00,2.49533e+00,1.73663e+00,1.75580e+00,1.76313e+00,1.07050e+01,2.72147e+00,1.13238e+01,1.58433e+00,1.18905e+01,1.54620e+00,1.11509e+01,1.57590e+00,-5.71245e-01,5.55939e-01,1.25673e+00,3.77019e-01,9.39513e+00,7.90662e-01,0.21,0.03,0.04,-0.03,0.04
JAM,2016,6.48374e-01,1.55439e+00,1.74945e+00,1.48869e+00,1.11478e+00,1.27218e+00,1.01739e+00,1.07653e+00,1.15556e+00,1.55439e+00,2.25663e+00,1.48869e+00,1.62197e+00,1.27218e+00,1.52458e+00,1.07653e+00,1.05020e+01,1.32193e+00,1.16031e+01,1.24402e+00,1.09684e+01,9.74585e-01,1.08710e+01,7.00200e-01,-7.49542e-01,1.99346e-01,1.25673e+00,3.77019e-01,9.34642e+00,8.17696e-01,0.55,0.03,0.04,-0.03,0.04
JAM,2017,1.39726e+00,1.41082e+00,1.14246e+00,1.89329e+00,1.04153e+00,2.43417e+00,9.82120e-01,2.03259e+00,1.90721e+00,1.41082e+00,1.65240e+00,1.89329e+00,1.55147e+00,2.43417e+00,1.49206e+00,2.03259e+00,1.12446e+01,1.17120e+00,1.09898e+01,1.72215e+00,1.08889e+01,2.30358e+00,1.08294e+01,1.87422e+00,-7.46788e-01,2.04853e-01,1.25673e+00,3.77019e-01,9.33738e+00,7.86588e-01,-0.2,0.03,0.04,-0.03,0.04
JAM,2018,7.78952e-01,2.05439e+00,1.13921e+00,1.98689e+00,8.93850e-01,1.75621e+00,2.11696e+00,1.76096e+00,1.36531e+00,2.05439e+00,1.72557e+00,1.98689e+00,1.48021e+00,1.75621e+00,2.70332e+00,1.76096e+00,1.09003e+01,1.89785e+00,1.12606e+01,1.82456e+00,1.10152e+01,1.57021e+00,1.22384e+01,1.57552e+00,-6.70369e-01,3.57692e-01,1.25673e+00,3.77019e-01,9.53503e+00,7.86588e-01,0.19,0.03,0.04,-0.03,0.04
JAM,2019,-3.51911e-01,2.47632e+00,5.91057e-01,1.66850e+00,8.67930e-01,1.80798e+00,1.06601e+00,1.50623e+00,3.09481e-01,2.47632e+00,1.25245e+00,1.66850e+00,1.52932e+00,1.80798e+00,1.72741e+00,1.50623e+00,1.00865e+01,2.34671e+00,1.10295e+01,1.46927e+00,1.13063e+01,1.62593e+00,1.15044e+01,1.28203e+00,-5.95338e-01,5.07753e-01,1.25673e+00,3.77019e-01,9.77701e+00,7.90662e-01,0.28,0.03,0.04,-0.03,0.04
JAM,2020,1.59908e-01,2.26716e+00,1.04736e+00,2.19496e+00,1.49778e+00,2.74178e+00,1.72608e+00,1.31073e+00,7.49981e-01,2.26716e+00,1.63743e+00,2.19496e+00,2.08785e+00,2.74178e+00,2.31615e+00,1.31073e+00,9.61718e+00,2.12482e+00,1.05046e+01,2.04761e+00,1.09551e+01,2.62531e+00,1.11834e+01,1.04540e+00,-6.66656e-01,3.65116e-01,1.25673e+00,3.77019e-01,8.86720e+00,7.90662e-01,0.53,0.03,0.04,-0.03,0.04
JAM,mean,7.16574e-01,1.64577e+00,1.11935e+00,1.37414e+00,1.04900e+00,1.46562e+00,1.44829e+00,1.51074e+00,1.30665e+00,1.55984e+00,1.70943e+00,1.26996e+00,1.63907e+00,1.36842e+00,2.03836e+00,1.41665e+00,1.06830e+01,1.34275e+00,1.10858e+01,9.91294e-01,1.10154e+01,1.11465e+00,1.14147e+01,1.17335e+00,-6.66656e-01,3.65116e-01,1.25673e+00,3.77019e-01,9.37636e+00,7.93810e-01,0.13,0.03,0.04,-0.03,0.04
JOR,2015,-4.07748e+00,3.36531e+00,-3.01272e+00,6.97787e+00,-1.21127e+00,5.02903e+00,-1.67349e+00,6.08599e+00,4.81487e-01,3.36531e+00,1.54625e+00,6.97787e+00,3.34770e+00,5.02903e+00,2.88548e+00,6.08599e+00,2.53763e+01,2.18516e+00,2.64411e+01,6.49155e+00,2.82425e+01,4.32906e+00,2.77803e+01,5.52168e+00,-2.96309e-01,2.84653e-01,4.85528e+00,1.45658e+00,2.48948e+01,2.55937e+00,0.22,0.0,0.0,0.16,0.13
JOR,2016,-3.96876e+00,2.90632e+00,-3.41899e+00,6.59494e+00,-3.79355e+00,5.66865e+00,-3.90441e+00,3.33894e+00,6.04870e-01,2.90632e+00,1.15464e+00,6.59494e+00,7.80080e-01,5.66865e+00,6.69223e-01,3.33894e+00,2.59886e+01,1.59072e+00,2.65383e+01,6.13000e+00,2.61638e+01,5.12028e+00,2.60529e+01,2.28740e+00,-2.81644e-01,3.13983e-01,4.85528e+00,1.45658e+00,2.53837e+01,2.43235e+00,0.15,0.0,0.0,0.16,0.13
JOR,2017,-4.02715e+00,2.98804e+00,-1.56073e+00,5.08668e+00,-3.75766e+00,5.58563e+00,-3.28695e+00,4.01746e+00,5.56256e-01,2.98804e+00,3.02267e+00,5.08668e+00,8.25748e-01,5.58563e+00,1.29646e+00,4.01746e+00,2.68978e+01,1.48922e+00,2.93643e+01,4.37763e+00,2.71673e+01,4.94860e+00,2.76381e+01,3.07073e+00,-2.71868e-01,3.33537e-01,4.85528e+00,1.45658e+00,2.63416e+01,2.59048e+00,1.03,0.0,0.0,0.16,0.13
JOR,2018,-3.72995e+00,2.83648e+00,-2.94449e+00,4.06035e+00,-3.52166e+00,4.09609e+00,-4.65971e+00,3.35078e+00,8.14354e-01,2.83648e+00,1.59982e+00,4.06035e+00,1.02265e+00,4.09609e+00,-1.15414e-01,3.35078e+00,2.76863e+01,1.15543e+00,2.84718e+01,3.12664e+00,2.78946e+01,3.17291e+00,2.67565e+01,2.12535e+00,-3.10974e-01,2.55323e-01,4.85528e+00,1.45658e+00,2.68719e+01,2.59048e+00,0.45,0.0,0.0,0.16,0.13
JOR,2019,-3.86957e+00,2.74103e+00,-4.29522e+00,3.83392e+00,-4.53766e+00,4.06272e+00,-5.42339e+00,3.01576e+00,6.38070e-01,2.74103e+00,2.12422e-01,3.83392e+00,-3.00225e-02,4.06272e+00,-9.15750e-01,3.01576e+00,2.87632e+01,9.81250e-01,2.83376e+01,2.85456e+00,2.80951e+01,3.15520e+00,2.72094e+01,1.59513e+00,-3.47637e-01,1.81998e-01,4.85528e+00,1.45658e+00,2.81251e+01,2.55937e+00,-0.14,0.0,0.0,0.16,0.13
JOR,2020,-4.06110e+00,3.11518e+00,-3.56459e+00,3.69491e+00,-3.14123e+00,3.81000e+00,-4.87430e+00,2.89820e+00,4.92493e-01,3.11518e+00,9.88998e-01,3.69491e+00,1.41236e+00,3.81000e+00,-3.20711e-01,2.89820e+00,2.65675e+01,1.77594e+00,2.70640e+01,2.66495e+00,2.74873e+01,2.82236e+00,2.57542e+01,1.35985e+00,-3.01687e-01,2.73899e-01,4.85528e+00,1.45658e+00,2.60750e+01,2.55937e+00,0.33,0.0,0.0,0.16,0.13
JOR,mean,-3.90104e+00,3.25045e+00,-3.54735e+00,4.16166e+00,-3.76687e+00,4.81835e+00,-4.01990e+00,3.41799e+00,6.52552e-01,2.89288e+00,1.00624e+00,3.88880e+00,7.86720e-01,4.58474e+00,5.33688e-01,3.07993e+00,2.69346e+01,1.36878e+00,2.72883e+01,2.93726e+00,2.70687e+01,3.81112e+00,2.68157e+01,1.72938e+00,-3.01687e-01,2.73899e-01,4.85528e+00,1.45658e+00,2.62820e+01,2.54857e+00,0.22,0.0,0.0,0.16,0.13
JPN,2015,-1.90477e+02,1.68968e+02,-1.97636e+02,1.11859e+02,-2.12819e+02,2.07853e+02,-1.60255e+02,1.43504e+02,-1.85592e+02,1.68968e+02,-1.92751e+02,1.11859e+02,-2.07934e+02,2.07853e+02,-1.55370e+02,1.43504e+02,1.03771e+03,1.67330e+02,1.03055e+03,1.09369e+02,1.01536e+03,2.06524e+02,1.06793e+03,1.41572e+02,-5.80412e+01,1.53386e+01,6.29264e+01,1.88779e+01,1.22330e+03,2.34672e+01,-0.05,0.38,0.04,0.42,0.48
JPN,2016,-1.69911e+02,1.54419e+02,-9.02775e+01,1.14767e+02,-2.01890e+02,1.73144e+02,-1.48242e+02,1.23644e+02,-1.65790e+02,1.54419e+02,-8.61572e+01,1.14767e+02,-1.97770e+02,1.73144e+02,-1.44122e+02,1.23644e+02,1.03881e+03,1.52706e+02,1.11844e+03,1.12451e+02,1.00683e+03,1.71617e+02,1.06048e+03,1.21498e+02,-5.88061e+01,1.68684e+01,6.29264e+01,1.88779e+01,1.20460e+03,2.29384e+01,0.75,0.38,0.04,0.42,0.48
JPN,2017,-2.30030e+02,1.31879e+02,-1.93212e+02,9.35453e+01,-2.64502e+02,9.53675e+01,-1.45836e+02,1.94241e+02,-2.20330e+02,1.31879e+02,-1.83511e+02,9.35453e+01,-2.54802e+02,9.53675e+01,-1.36136e+02,1.94241e+02,9.82276e+02,1.29856e+02,1.01909e+03,9.06710e+01,9.47803e+02,9.25498e+01,1.06647e+03,1.92873e+02,-5.32260e+01,5.70810e+00,6.29264e+01,1.88779e+01,1.20261e+03,2.30108e+01,0.57,0.38,0.04,0.42,0.48
